t_us, Position.x, Position.y, Height, Heading, Velocity.x, Velocity.y, u_vx, u_vy, Omega.z, u_x, u_y, u_yaw, m1, m2, m3, m4
2696755,0.000,0.000,0.030,0.000,0.000,0.001,0.000,0.000,0.015,0.000,0.000,0.000,120,120,120,120
2704687,0.000,0.000,0.030,0.000,0.000,0.001,0.000,0.000,0.014,0.000,0.000,0.000,120,120,120,120
2712619,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.000,120,120,120,120
2720554,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,120,120,120,120
2728485,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,120,120,120,120
2736420,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,120,120,120,120
2744351,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,120,120,120,120
2752282,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,120,120,120,120
2760217,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,120,120,120,120
2768147,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,120,120,120,120
2776080,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,120,120,120,120
2784012,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
2791947,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
2799877,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
2807810,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
2815743,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
2823674,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
2831609,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,120,120,120,120
2839540,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,120,120,120,120
2847472,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,120,120,120,120
2855405,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.004,0.000,0.000,0.000,120,120,120,120
2863338,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.004,0.000,0.000,0.000,120,120,120,120
2871270,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,120,120,120,120
2879202,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,120,120,120,120
2887134,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
2895068,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
2902998,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
2910931,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
2918865,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
2926797,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
2934727,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
2942660,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
2950593,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
2958526,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,120,120,120,120
2966458,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,120,120,120,120
2974390,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,120,120,120,120
2982323,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,120,120,120,120
2990253,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,120,120,120,120
2998185,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,120,120,120,120
3006119,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,120,120,120,120
3014051,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,120,120,120,120
3021983,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,120,120,120,120
3029915,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3037848,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3045781,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3053716,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,120,120,120,120
3061644,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3069580,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3077509,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3085441,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3093376,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3101306,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3109236,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
3117169,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,120,120,120,120
3125099,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,120,120,120,120
3133034,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.004,0.000,0.000,0.000,120,120,120,120
3140965,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.004,0.000,0.000,0.000,120,120,120,120
3148895,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.006,0.000,0.000,0.000,120,120,120,120
3156828,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.006,0.000,0.000,0.000,120,120,120,120
3164761,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.006,0.000,0.000,0.000,120,120,120,120
3172691,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.006,0.000,0.000,0.000,120,120,120,120
3180623,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.005,0.000,0.000,0.000,120,120,120,120
3188557,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.004,0.000,0.000,0.000,120,120,120,120
3196489,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,120,120,120,120
3204420,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,120,120,120,120
3212352,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,120,120,120,120
3220285,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,120,120,120,120
3228215,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,120,120,120,120
3236144,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.002,0.000,0.000,0.000,120,120,120,120
3244077,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
3252007,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,120,120,120,120
3259940,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3267871,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,120,120,120,120
3275803,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3283733,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3291667,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,120,120,120,120
3299598,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,120,120,120,120
3307527,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,120,120,120,120
3315458,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,120,120,120,120
3323392,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,120,120,120,120
3331322,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,120,120,120,120
3339251,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,120,120,120,120
3347182,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,120,120,120,120
3355115,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,120,120,120,120
3363045,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,120,120,120,120
3370976,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,120,120,120,120
3378909,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,120,120,120,120
3386840,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,120,120,120,120
3394771,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,120,120,120,120
3402702,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,120,120,120,120
3410635,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,120,120,120,120
3418564,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,120,120,120,120
3426496,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,120,120,120,120
3434427,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,120,120,120,120
3442358,0.000,0.000,0.025,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,120,120,120,120
3450290,0.000,0.000,0.026,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,120,120,120,120
3458220,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,120,120,120,120
3466151,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,120,120,120,120
3474080,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.007,0.000,0.000,0.000,120,120,120,120
3482010,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,120,120,120,120
3489942,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,120,120,120,120
3497872,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3505806,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.000,120,120,120,120
3513734,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,120,120,120,120
3521668,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120,120,120,120
3529598,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,-0.003,0.000,0.000,0.000,120,120,120,120
3537530,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,-0.004,0.000,0.000,0.000,120,120,120,120
3545458,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,-0.006,0.000,0.000,0.000,120,120,120,120
3553392,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.008,0.000,0.000,0.000,120,120,120,120
3561323,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.012,0.000,0.000,0.000,120,120,120,120
3569251,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.015,0.000,0.000,0.000,120,120,120,120
3577186,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.017,0.000,0.000,0.000,120,120,120,120
3586064,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.019,0.000,0.000,0.000,120,120,120,120
3593045,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.020,0.000,0.000,0.000,120,120,120,120
3600973,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.021,0.000,0.000,0.000,120,120,120,120
3608905,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.021,0.000,0.000,0.000,120,120,120,120
3616835,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.021,0.000,0.000,0.000,120,120,120,120
3624767,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.022,0.000,0.000,0.000,120,120,120,120
3632698,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.021,0.000,0.000,0.000,120,120,120,120
3640628,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.020,0.000,0.000,0.000,120,120,120,120
3648562,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.019,0.000,0.000,0.000,120,120,120,120
3656490,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.018,0.000,0.000,0.000,120,120,120,120
3664422,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.018,0.000,0.000,0.000,120,120,120,120
3672349,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.018,0.000,0.000,0.000,120,120,120,120
3680282,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.019,0.000,0.000,0.000,120,120,120,120
3688212,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.020,0.000,0.000,0.000,120,120,120,120
3696142,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.020,0.000,0.000,0.000,120,120,120,120
3704072,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.021,0.000,0.000,0.000,120,120,120,120
3712004,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.021,0.000,0.000,0.000,120,120,120,120
3719933,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.022,0.000,0.000,0.000,120,120,120,120
3727866,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.023,0.000,0.000,0.000,120,120,120,120
3735796,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.024,0.000,0.000,0.000,120,120,120,120
3743726,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.025,0.000,0.000,0.000,120,120,120,120
3751657,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.026,0.000,0.000,0.000,120,120,120,120
3759587,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.028,0.000,0.000,0.000,120,120,120,120
3767518,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,-0.029,0.000,0.000,0.000,120,120,120,120
3775447,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,-0.030,0.000,0.000,0.000,120,120,120,120
3783377,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,-0.032,0.000,0.000,0.000,120,120,120,120
3791309,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,-0.032,0.000,0.000,0.000,120,120,120,120
3799237,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,-0.033,0.000,0.000,0.000,120,120,120,120
3807170,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,-0.034,0.000,0.000,0.000,120,120,120,120
3815100,0.000,0.000,0.029,0.000,0.000,-0.000,0.000,0.000,-0.034,0.000,0.000,0.000,120,120,120,120
3823028,0.000,0.000,0.030,0.000,0.000,-0.001,0.000,0.000,-0.034,0.000,0.000,0.000,120,120,120,120
3830960,0.000,0.000,0.030,0.000,0.000,-0.002,0.000,0.000,-0.033,0.000,0.000,0.000,120,120,120,120
3838891,0.000,0.000,0.030,0.000,0.000,-0.002,0.000,0.000,-0.032,0.000,0.000,0.000,120,120,120,120
3846821,0.000,0.000,0.027,0.000,0.000,-0.003,0.000,0.000,-0.031,0.000,0.000,0.000,120,120,120,120
3854750,0.000,0.000,0.028,0.000,0.000,-0.003,0.000,0.000,-0.029,0.000,0.000,0.000,120,120,120,120
3862681,0.000,0.000,0.028,0.000,0.000,-0.003,0.000,0.000,-0.027,0.000,0.000,0.000,120,120,120,120
3870612,0.000,0.000,0.026,0.000,0.000,-0.003,0.000,0.000,-0.025,0.000,0.000,0.000,120,120,120,120
3878542,0.000,0.000,0.024,0.000,0.000,-0.003,0.000,0.000,-0.023,0.000,0.000,0.000,120,120,120,120
3886470,0.000,0.000,0.023,0.000,0.000,-0.002,0.000,0.000,-0.021,0.000,0.000,0.000,120,120,120,120
3894403,0.000,0.000,0.025,0.000,0.000,-0.002,0.000,0.000,-0.018,0.000,0.000,0.000,120,120,120,120
3902332,0.000,0.000,0.024,0.000,0.000,-0.002,0.000,0.000,-0.016,0.000,0.000,0.000,120,120,120,120
3910261,0.000,0.000,0.025,0.000,0.000,-0.003,0.000,0.000,-0.015,0.000,0.000,0.000,120,120,120,120
3918190,0.000,0.000,0.027,0.000,0.000,-0.003,0.000,0.000,-0.014,0.000,0.000,0.000,120,120,120,120
3926122,0.000,0.000,0.028,0.000,0.000,-0.004,0.000,0.000,-0.013,0.000,0.000,0.000,120,120,120,120
3934050,0.000,0.000,0.028,0.000,0.000,-0.004,0.000,0.000,-0.013,0.000,0.000,0.000,120,120,120,120
3941981,0.000,0.000,0.029,0.000,0.000,-0.004,0.000,0.000,-0.014,0.000,0.000,0.000,120,120,120,120
3949910,0.000,0.000,0.026,0.000,0.000,-0.004,0.000,0.000,-0.014,0.000,0.000,0.000,120,120,120,120
3957840,0.000,0.000,0.024,0.000,0.000,-0.004,0.000,0.000,-0.015,0.000,0.000,0.000,120,120,120,120
3965773,0.000,0.000,0.023,0.000,0.000,-0.004,0.000,0.000,-0.015,0.000,0.000,0.000,120,120,120,120
3973703,0.000,0.000,0.025,0.000,0.000,-0.003,0.000,0.000,-0.014,0.000,0.000,0.000,120,120,120,120
3981632,0.000,0.000,0.027,0.000,0.000,-0.003,0.000,0.000,-0.013,0.000,0.000,0.000,120,120,120,120
3989562,0.000,0.000,0.028,0.000,0.000,-0.003,0.000,0.000,-0.012,0.000,0.000,0.000,120,120,120,120
3997492,0.000,0.000,0.028,0.000,0.000,-0.003,0.000,0.000,-0.012,0.000,0.000,0.000,120,120,120,120
4005422,0.000,0.000,0.026,0.000,0.000,-0.004,0.000,0.000,-0.013,0.000,0.000,0.000,120,120,120,120
4013352,0.000,0.000,0.027,0.000,0.000,-0.004,0.000,0.000,-0.014,0.000,0.000,0.000,120,120,120,120
4021283,0.000,0.000,0.028,0.000,0.000,-0.004,0.000,0.000,-0.016,0.000,0.000,0.000,120,120,120,120
4029211,0.000,0.000,0.029,0.000,0.000,-0.004,0.000,0.000,-0.018,0.000,0.000,0.000,120,120,120,120
4037143,0.000,0.000,0.029,0.000,0.000,-0.004,0.000,0.000,-0.021,0.000,0.000,0.000,120,120,120,120
4045071,0.000,0.000,0.029,0.000,0.000,-0.003,0.000,0.000,-0.023,0.000,0.000,0.000,120,120,120,120
4053002,0.000,0.000,0.030,0.000,0.000,-0.003,0.000,0.000,-0.025,0.000,0.000,0.000,120,120,120,120
4060932,0.000,0.000,0.030,0.000,0.000,-0.003,0.000,0.000,-0.028,0.000,0.000,0.000,120,120,120,120
4068863,0.000,0.000,0.030,0.000,0.000,-0.002,0.000,0.000,-0.030,0.000,0.000,0.000,120,120,120,120
4076792,0.000,0.000,0.030,0.000,0.000,-0.003,0.000,0.000,-0.032,0.000,0.000,0.000,120,120,120,120
4084721,0.000,0.000,0.030,0.000,0.000,-0.003,0.000,0.000,-0.033,0.000,0.000,0.000,120,120,120,120
4092653,0.000,0.000,0.027,0.000,0.000,-0.003,0.000,0.000,-0.034,0.000,0.000,0.000,120,120,120,120
4100583,0.000,0.000,0.028,0.000,0.000,-0.004,0.000,0.000,-0.035,0.000,0.000,0.000,120,120,120,120
4108516,0.000,0.000,0.028,0.000,0.000,-0.004,0.000,0.000,-0.035,0.000,0.000,0.000,120,120,120,120
4116442,0.000,0.000,0.029,0.000,0.000,-0.005,0.000,0.000,-0.035,0.000,0.000,0.000,120,120,120,120
4124376,0.000,0.000,0.029,0.000,0.000,-0.004,0.000,0.000,-0.036,0.000,0.000,0.000,120,120,120,120
4132301,0.000,0.000,0.029,0.000,0.000,-0.004,0.000,0.000,-0.036,0.000,0.000,0.000,120,120,120,120
4140231,0.000,0.000,0.030,0.000,0.000,-0.004,0.000,0.000,-0.036,0.000,0.000,0.000,120,120,120,120
4148161,0.000,0.000,0.030,0.000,0.000,-0.004,0.000,0.000,-0.036,0.000,0.000,0.000,120,120,120,120
4156090,0.000,0.000,0.030,0.000,0.000,-0.003,0.000,0.000,-0.036,0.000,0.000,0.000,120,120,120,120
4164021,0.000,0.000,0.027,0.000,0.000,-0.003,0.000,0.000,-0.037,0.000,0.000,0.000,120,120,120,120
4171950,0.000,0.000,0.028,0.000,0.000,-0.002,0.000,0.000,-0.038,0.000,0.000,0.000,120,120,120,120
4179878,0.000,0.000,0.028,0.000,0.000,-0.002,0.000,0.000,-0.038,0.000,0.000,0.000,120,120,120,120
4187810,0.000,0.000,0.026,0.000,0.000,-0.002,0.000,0.000,-0.039,0.000,0.000,0.000,120,120,120,120
4195740,0.000,0.000,0.027,0.000,0.000,-0.002,0.000,0.000,-0.039,0.000,0.000,0.000,120,120,120,120
4203670,0.000,0.000,0.028,0.000,0.000,-0.002,0.000,0.000,-0.040,0.000,0.000,0.000,120,120,120,120
4211600,0.000,0.000,0.029,0.000,0.000,-0.002,0.000,0.000,-0.041,0.000,0.000,0.000,120,120,120,120
4219529,0.000,0.000,0.029,0.000,0.000,-0.003,0.000,0.000,-0.042,0.000,0.000,0.000,120,120,120,120
4227457,0.000,0.000,0.029,0.000,0.000,-0.004,0.000,0.000,-0.043,0.000,0.000,0.000,120,120,120,120
4235387,0.000,0.000,0.030,0.000,0.000,-0.004,0.000,0.000,-0.045,0.000,0.000,0.000,120,120,120,120
4243318,0.000,0.000,0.030,0.000,0.000,-0.004,0.000,0.000,-0.046,0.000,0.000,0.000,120,120,120,120
4251247,0.000,0.000,0.030,0.000,0.000,-0.004,0.000,0.000,-0.049,0.000,0.000,0.000,120,120,120,120
4259175,0.000,0.000,0.030,0.000,0.000,-0.004,0.000,0.000,-0.052,0.000,0.000,0.000,120,120,120,120
4267104,0.000,0.000,0.030,0.000,0.000,-0.003,0.000,0.000,-0.056,0.000,0.000,0.000,120,120,120,120
4275035,0.000,0.000,0.027,0.000,0.000,-0.003,0.000,0.000,-0.060,0.000,0.000,0.000,120,120,120,120
4282961,0.000,0.000,0.028,0.000,0.000,-0.003,0.000,0.000,-0.064,0.000,0.000,0.000,120,120,120,120
4290892,0.000,0.000,0.028,0.000,0.000,-0.004,0.000,0.000,-0.068,0.000,0.000,0.000,120,120,120,120
4298822,0.000,0.000,0.032,0.000,0.000,-0.005,0.000,0.000,-0.073,0.000,0.000,0.000,120,120,120,120
4306753,0.000,0.000,0.034,0.000,0.000,-0.005,0.000,0.000,-0.077,0.000,0.000,0.000,120,120,120,120
4314680,0.000,0.000,0.036,0.000,0.000,-0.006,0.000,0.000,-0.082,0.000,0.000,0.000,120,120,120,120
4322609,0.000,0.000,0.037,0.000,0.000,-0.007,0.000,0.000,-0.087,0.000,0.000,0.000,120,120,120,120
4330541,0.000,0.000,0.035,0.000,0.000,-0.007,0.000,0.000,-0.092,0.000,0.000,0.000,120,120,120,120
4338469,0.000,0.000,0.031,0.000,0.000,-0.008,0.000,0.000,-0.094,0.000,0.000,0.000,120,120,120,120
4346399,0.000,0.000,0.030,0.000,0.000,-0.009,0.000,0.000,-0.097,0.000,0.000,0.000,120,120,120,120
4354328,0.000,0.000,0.030,0.000,0.001,-0.010,0.000,0.000,-0.100,0.000,0.000,0.000,120,120,120,120
4362257,0.000,0.000,0.030,0.000,0.001,-0.011,0.000,0.000,-0.103,0.000,0.000,0.000,120,120,120,120
4370185,0.000,0.000,0.030,0.000,0.001,-0.012,0.000,0.000,-0.109,0.000,0.000,0.000,120,120,120,120
